Symptom1,Symptom2,Remedies_S1,Remedies_S2,Shared_Remedies,P_B_given_A,P_A_given_B
drawing tearing from knee to ankle,violent drawing tearing from left ischium to os calcis,1,1,1,1.0,1.0
drawing tearing from knee to ankle,feet pain worse from motion,1,1,1,1.0,1.0
drawing tearing from knee to ankle,suits nervous excitable women and children,1,1,1,1.0,1.0
drawing tearing from knee to ankle,indescribable pain in thighs on stretching leg,1,1,1,1.0,1.0
drawing tearing from knee to ankle,pains compel walking,1,1,1,1.0,1.0
stiffness of hands,pains heavy,1,1,1,1.0,1.0
stiffness of hands,soreness to touch,1,1,1,1.0,1.0
stiffness of hands,darting pains in thighs,1,1,1,1.0,1.0
stiffness of hands,sharp darting pains in knee joints,1,1,1,1.0,1.0
stiffness of hands,sharp lancinating pains in knee joints,1,1,1,1.0,1.0
stiffness of hands,much effusion into joints,1,1,1,1.0,1.0
stiffness of hands,very painful,1,1,1,1.0,1.0
stiffness of hands,excessive dryness of soft palate,1,1,1,1.0,1.0
stiffness of hands,redness followed by effusion,1,1,1,1.0,1.0
stiffness of hands,rheumatism in triceps,1,1,1,1.0,1.0
stiffness of hands,sharp darting pains in elbow,1,1,1,1.0,1.0
stiffness of hands,rheumatism of wrist joints,1,1,1,1.0,1.0
stiffness of hands,extending to forearm,1,1,1,1.0,1.0
sprained pain in right hand,back pain worse on sitting,1,1,1,1.0,1.0
sprained pain in right hand,drawing in thigh,1,1,1,1.0,1.0
sprained pain in right hand,lack of strength in knees,1,1,1,1.0,1.0
sprained pain in right hand,cramp-like pain on outside of left thigh,1,1,1,1.0,1.0
sprained pain in right hand,knees go to sleep,1,1,1,1.0,1.0
sprained pain in right hand,pain in joints of hands,1,1,1,1.0,1.0
sprained pain in right hand,drawing pain from abdomen down into leg,1,1,1,1.0,1.0
sprained pain in right hand,great depression of vital forces,1,1,1,1.0,1.0
sprained pain in right hand,arms weary when writing,1,1,1,1.0,1.0
sprained pain in right hand,burning in fingers,1,1,1,1.0,1.0
sprained pain in right hand,limbs go to sleep,1,1,1,1.0,1.0
sprained pain in right hand,burning in bones,1,1,1,1.0,1.0
sprained pain in right hand,heartburn very persistent,1,1,1,1.0,1.0
sprained pain in right hand,thigh stitches passing downward when walking,1,1,1,1.0,1.0
sprained pain in right hand,stiffness of nape,1,1,1,1.0,1.0
sprained pain in right hand,paralytic weakness of right shoulder,1,1,1,1.0,1.0
sprained pain in right hand,great inclination to stretch limbs in evening,1,1,1,1.0,1.0
sprained pain in right hand,stitches in thigh,1,1,1,1.0,1.0
sprained pain in right hand,limbs are bruised,1,1,1,1.0,1.0
sprained pain in right hand,severe nosebleed almost daily,1,1,1,1.0,1.0
sprained pain in right hand,toes red,1,1,1,1.0,1.0
sprained pain in right hand,hip pain extending to thigh,1,1,1,1.0,1.0
sprained pain in right hand,painful sensation as if hat band were too tight,1,1,1,1.0,1.0
sprained pain in right hand,tearing in fingers of left hand,1,1,1,1.0,1.0
sprained pain in right hand,bone pain painful on pressure,1,1,1,1.0,1.0
sprained pain in right hand,complementary with kali carb.,1,1,1,1.0,1.0
pains heavy,soreness to touch,1,1,1,1.0,1.0
pains heavy,darting pains in thighs,1,1,1,1.0,1.0
pains heavy,sharp darting pains in knee joints,1,1,1,1.0,1.0
pains heavy,sharp lancinating pains in knee joints,1,1,1,1.0,1.0
pains heavy,much effusion into joints,1,1,1,1.0,1.0
pains heavy,very painful,1,1,1,1.0,1.0
pains heavy,excessive dryness of soft palate,1,1,1,1.0,1.0
pains heavy,redness followed by effusion,1,1,1,1.0,1.0
pains heavy,rheumatism in triceps,1,1,1,1.0,1.0
pains heavy,sharp darting pains in elbow,1,1,1,1.0,1.0
pains heavy,rheumatism of wrist joints,1,1,1,1.0,1.0
pains heavy,extending to forearm,1,1,1,1.0,1.0
chronic joint enlargement,affinity for small joints of feet,1,1,1,1.0,1.0
chronic joint enlargement,tearing epigastric pain with vomiting,1,1,1,1.0,1.0
chronic joint enlargement,bruised pain in sacrum worse lying on side,1,1,1,1.0,1.0
chronic joint enlargement,giddiness,1,1,1,1.0,1.0
chronic joint enlargement,warm sweat on head,1,1,1,1.0,1.0
chronic joint enlargement,weary knees,1,1,1,1.0,1.0
chronic joint enlargement,pulse 120,1,1,1,1.0,1.0
chronic joint enlargement,motion impossible in right wrist,1,1,1,1.0,1.0
back pain worse on sitting,drawing in thigh,1,1,1,1.0,1.0
back pain worse on sitting,lack of strength in knees,1,1,1,1.0,1.0
back pain worse on sitting,cramp-like pain on outside of left thigh,1,1,1,1.0,1.0
back pain worse on sitting,knees go to sleep,1,1,1,1.0,1.0
back pain worse on sitting,pain in joints of hands,1,1,1,1.0,1.0
back pain worse on sitting,drawing pain from abdomen down into leg,1,1,1,1.0,1.0
back pain worse on sitting,great depression of vital forces,1,1,1,1.0,1.0
back pain worse on sitting,arms weary when writing,1,1,1,1.0,1.0
back pain worse on sitting,burning in fingers,1,1,1,1.0,1.0
back pain worse on sitting,limbs go to sleep,1,1,1,1.0,1.0
back pain worse on sitting,burning in bones,1,1,1,1.0,1.0
back pain worse on sitting,heartburn very persistent,1,1,1,1.0,1.0
back pain worse on sitting,thigh stitches passing downward when walking,1,1,1,1.0,1.0
back pain worse on sitting,stiffness of nape,1,1,1,1.0,1.0
back pain worse on sitting,paralytic weakness of right shoulder,1,1,1,1.0,1.0
back pain worse on sitting,great inclination to stretch limbs in evening,1,1,1,1.0,1.0
back pain worse on sitting,stitches in thigh,1,1,1,1.0,1.0
back pain worse on sitting,limbs are bruised,1,1,1,1.0,1.0
back pain worse on sitting,severe nosebleed almost daily,1,1,1,1.0,1.0
back pain worse on sitting,toes red,1,1,1,1.0,1.0
back pain worse on sitting,hip pain extending to thigh,1,1,1,1.0,1.0
back pain worse on sitting,painful sensation as if hat band were too tight,1,1,1,1.0,1.0
back pain worse on sitting,tearing in fingers of left hand,1,1,1,1.0,1.0
back pain worse on sitting,bone pain painful on pressure,1,1,1,1.0,1.0
back pain worse on sitting,complementary with kali carb.,1,1,1,1.0,1.0
veins of hands swollen,paralytic heaviness of arms,1,1,1,1.0,1.0
veins of hands swollen,tension in nape muscles,1,1,1,1.0,1.0
veins of hands swollen,legs swollen,1,1,1,1.0,1.0
veins of hands swollen,thorax stitches worse on cough,1,1,1,1.0,1.0
veins of hands swollen,tearing pains from nape to sacrum,1,1,1,1.0,1.0
veins of hands swollen,drawing from sacrum to right scrobiculum,1,1,1,1.0,1.0
veins of hands swollen,limbs feel lame,1,1,1,1.0,1.0
veins of hands swollen,vertebrae soreness worse on pressure,1,1,1,1.0,1.0
veins of hands swollen,intellect impaired,1,1,1,1.0,1.0
veins of hands swollen,pain in heel as if pinched,1,1,1,1.0,1.0
veins of hands swollen,constrictive pressure below left clavicle,1,1,1,1.0,1.0
veins of hands swollen,full heavy feeling in abdomen,1,1,1,1.0,1.0
veins of hands swollen,urine profuse,1,1,1,1.0,1.0
veins of hands swollen,cutting pain in arms,1,1,1,1.0,1.0
veins of hands swollen,reduced freedom of arm use,1,1,1,1.0,1.0
veins of hands swollen,back pains worse from touch,1,1,1,1.0,1.0
veins of hands swollen,oppressive pain beneath right scapula,1,1,1,1.0,1.0
veins of hands swollen,stitches beneath right scapula,1,1,1,1.0,1.0
veins of hands swollen,restlessness of limbs,1,1,1,1.0,1.0
veins of hands swollen,pressive pain in liver region,1,1,1,1.0,1.0
veins of hands swollen,whites of eyes yellow,1,1,1,1.0,1.0
veins of hands swollen,pressive pain in left neck muscles,1,1,1,1.0,1.0
veins of hands swollen,rheumatic attack of arms with jaundice,1,1,1,1.0,1.0
veins of hands swollen,lancinating pain in heart region,1,1,1,1.0,1.0
veins of hands swollen,sternum pain worse on inspiration,1,1,1,1.0,1.0
veins of hands swollen,cutting pains in calves,1,1,1,1.0,1.0
veins of hands swollen,hard pressive pain below patella,1,1,1,1.0,1.0
veins of hands swollen,fixed pain beneath right scapula,1,1,1,1.0,1.0
veins of hands swollen,neck feels as if constricted by hand,1,1,1,1.0,1.0
veins of hands swollen,drawing pain from right shoulder to wrist,1,1,1,1.0,1.0
veins of hands swollen,eyes protuberant,1,1,1,1.0,1.0
veins of hands swollen,aching soreness in vertebrae,1,1,1,1.0,1.0
veins of hands swollen,pain extends into deltoid muscle,1,1,1,1.0,1.0
veins of hands swollen,eyes burning,1,1,1,1.0,1.0
veins of hands swollen,shooting pain in right hip,1,1,1,1.0,1.0
veins of hands swollen,violent stitches in right thorax,1,1,1,1.0,1.0
blurred vision,aching in arm muscles,1,1,1,1.0,1.0
blurred vision,diplopia,1,1,1,1.0,1.0
blurred vision,stupid mental state,1,1,1,1.0,1.0
blurred vision,rheumatic pains after cold or influenza,1,1,1,1.0,1.0
blurred vision,severe pain in neck muscles,1,1,1,1.0,1.0
blurred vision,heaviness of eyelids,1,1,1,1.0,1.0
coldness of feet,drawing pain in left hip joint,1,1,1,1.0,1.0
coldness of feet,great sadness,1,1,1,1.0,1.0
coldness of feet,vexation with self,1,1,1,1.0,1.0
coldness of feet,cold sweat on arms,1,1,1,1.0,1.0
coldness of feet,bruised pain down back,1,1,1,1.0,1.0
coldness of feet,fear of death,1,1,1,1.0,1.0
coldness of feet,intermittent pulse,1,1,1,1.0,1.0
coldness of feet,digging pain down left back,1,1,1,1.0,1.0
coldness of feet,confused ideas,1,1,1,1.0,1.0
coldness of feet,intolerable pain,1,1,1,1.0,1.0
coldness of feet,little difficulties insurmountable,1,1,1,1.0,1.0
coldness of feet,tired limbs during repose,1,1,1,1.0,1.0
coldness of feet,great anxiety,1,1,1,1.0,1.0
coldness of feet,ophthalmia from cold dry winds,1,1,1,1.0,1.0
coldness of feet,head insecurity due to lack of muscle control worse toward night,1,1,1,1.0,1.0
coldness of feet,cold sweat on soles,1,1,1,1.0,1.0
coldness of feet,bruised pain in last lumbar vertebra,1,1,1,1.0,1.0
coldness of feet,dull pain in back muscles,1,1,1,1.0,1.0
coldness of feet,death-like oppression about heart,1,1,1,1.0,1.0
coldness of feet,noise aggravates,1,1,1,1.0,1.0
coldness of feet,heavy pain in neck muscles,1,1,1,1.0,1.0
coldness of feet,effective early before disease localization,1,1,1,1.0,1.0
coldness of feet,paralytic drawing in feet,1,1,1,1.0,1.0
coldness of feet,knife-like pain in knee joints,1,1,1,1.0,1.0
coldness of feet,numbness of whole limb after sitting,1,1,1,1.0,1.0
coldness of feet,tearing pain from shoulder to forearm,1,1,1,1.0,1.0
coldness of feet,tingling with shooting pains,1,1,1,1.0,1.0
coldness of feet,sleeplessness from knee pain must sit up,1,1,1,1.0,1.0
coldness of feet,stiffness worse on motion,1,1,1,1.0,1.0
coldness of feet,bad effects of cold dry winds,1,1,1,1.0,1.0
coldness of feet,dreadful apprehension,1,1,1,1.0,1.0
coldness of feet,deep red vessels,1,1,1,1.0,1.0
coldness of feet,tearing pain in wrists,1,1,1,1.0,1.0
coldness of feet,lameness of affected parts,1,1,1,1.0,1.0
coldness of feet,constriction about precordia,1,1,1,1.0,1.0
gouty pains in left great toe,drawing in thumbs,1,1,1,1.0,1.0
gouty pains in left great toe,right upper limbs most affected,1,1,1,1.0,1.0
gouty pains in left great toe,tearing pain in left leg,1,1,1,1.0,1.0
gouty pains in left great toe,tearing pains in right forearm,1,1,1,1.0,1.0
gouty pains in left great toe,weary limbs,1,1,1,1.0,1.0
gouty pains in left great toe,tearing in thumb tips,1,1,1,1.0,1.0
gouty pains in left great toe,hysterical,1,1,1,1.0,1.0
drawing in thigh,lack of strength in knees,1,1,1,1.0,1.0
drawing in thigh,cramp-like pain on outside of left thigh,1,1,1,1.0,1.0
drawing in thigh,knees go to sleep,1,1,1,1.0,1.0
drawing in thigh,pain in joints of hands,1,1,1,1.0,1.0
drawing in thigh,drawing pain from abdomen down into leg,1,1,1,1.0,1.0
drawing in thigh,great depression of vital forces,1,1,1,1.0,1.0
drawing in thigh,arms weary when writing,1,1,1,1.0,1.0
drawing in thigh,burning in fingers,1,1,1,1.0,1.0
drawing in thigh,limbs go to sleep,1,1,1,1.0,1.0
drawing in thigh,burning in bones,1,1,1,1.0,1.0
drawing in thigh,heartburn very persistent,1,1,1,1.0,1.0
drawing in thigh,thigh stitches passing downward when walking,1,1,1,1.0,1.0
drawing in thigh,stiffness of nape,1,1,1,1.0,1.0
drawing in thigh,paralytic weakness of right shoulder,1,1,1,1.0,1.0
drawing in thigh,great inclination to stretch limbs in evening,1,1,1,1.0,1.0
drawing in thigh,stitches in thigh,1,1,1,1.0,1.0
drawing in thigh,limbs are bruised,1,1,1,1.0,1.0
drawing in thigh,severe nosebleed almost daily,1,1,1,1.0,1.0
drawing in thigh,toes red,1,1,1,1.0,1.0
drawing in thigh,hip pain extending to thigh,1,1,1,1.0,1.0
drawing in thigh,painful sensation as if hat band were too tight,1,1,1,1.0,1.0
drawing in thigh,tearing in fingers of left hand,1,1,1,1.0,1.0
drawing in thigh,bone pain painful on pressure,1,1,1,1.0,1.0
drawing in thigh,complementary with kali carb.,1,1,1,1.0,1.0
joints puffy,crick in back,1,1,1,1.0,1.0
joints puffy,shooting pain up inside of leg,1,1,1,1.0,1.0
joints puffy,pains in knees worse by motion,1,1,1,1.0,1.0
joints puffy,great throbbing in head,1,1,1,1.0,1.0
right knee stiff,sense of bearing down in abdomen,1,1,1,1.0,1.0
right knee stiff,aching deep as if in bones,1,1,1,1.0,1.0
right knee stiff,gouty headache from abdominal plethora,1,1,1,1.0,1.0
right knee stiff,pain in small of back with weakness,1,1,1,1.0,1.0
right knee stiff,brown spots on chest,1,1,1,1.0,1.0
right knee stiff,acute attack of rheumatism in right knee,1,1,1,1.0,1.0
right knee stiff,constant pain between shoulders,1,1,1,1.0,1.0
right knee stiff,pain as from dislocation in shoulder joint,1,1,1,1.0,1.0
right knee stiff,sense of bearing down in pelvis,1,1,1,1.0,1.0
right knee stiff,patients fear joints will not bear exertion,1,1,1,1.0,1.0
right knee stiff,pain as of a blow of a hammer,1,1,1,1.0,1.0
right knee stiff,bruised pain in right hip joint,1,1,1,1.0,1.0
right knee stiff,joints of elbows stiff,1,1,1,1.0,1.0
right knee stiff,right knee semiflexed,1,1,1,1.0,1.0
right knee stiff,pressing in right shoulder blade,1,1,1,1.0,1.0
right knee stiff,pain in legs as if beaten,1,1,1,1.0,1.0
paralytic heaviness of arms,tension in nape muscles,1,1,1,1.0,1.0
paralytic heaviness of arms,legs swollen,1,1,1,1.0,1.0
paralytic heaviness of arms,thorax stitches worse on cough,1,1,1,1.0,1.0
paralytic heaviness of arms,tearing pains from nape to sacrum,1,1,1,1.0,1.0
paralytic heaviness of arms,drawing from sacrum to right scrobiculum,1,1,1,1.0,1.0
paralytic heaviness of arms,limbs feel lame,1,1,1,1.0,1.0
paralytic heaviness of arms,vertebrae soreness worse on pressure,1,1,1,1.0,1.0
paralytic heaviness of arms,intellect impaired,1,1,1,1.0,1.0
paralytic heaviness of arms,pain in heel as if pinched,1,1,1,1.0,1.0
paralytic heaviness of arms,constrictive pressure below left clavicle,1,1,1,1.0,1.0
paralytic heaviness of arms,full heavy feeling in abdomen,1,1,1,1.0,1.0
paralytic heaviness of arms,urine profuse,1,1,1,1.0,1.0
paralytic heaviness of arms,cutting pain in arms,1,1,1,1.0,1.0
paralytic heaviness of arms,reduced freedom of arm use,1,1,1,1.0,1.0
paralytic heaviness of arms,back pains worse from touch,1,1,1,1.0,1.0
paralytic heaviness of arms,oppressive pain beneath right scapula,1,1,1,1.0,1.0
paralytic heaviness of arms,stitches beneath right scapula,1,1,1,1.0,1.0
paralytic heaviness of arms,restlessness of limbs,1,1,1,1.0,1.0
paralytic heaviness of arms,pressive pain in liver region,1,1,1,1.0,1.0
paralytic heaviness of arms,whites of eyes yellow,1,1,1,1.0,1.0
paralytic heaviness of arms,pressive pain in left neck muscles,1,1,1,1.0,1.0
paralytic heaviness of arms,rheumatic attack of arms with jaundice,1,1,1,1.0,1.0
paralytic heaviness of arms,lancinating pain in heart region,1,1,1,1.0,1.0
paralytic heaviness of arms,sternum pain worse on inspiration,1,1,1,1.0,1.0
paralytic heaviness of arms,cutting pains in calves,1,1,1,1.0,1.0
paralytic heaviness of arms,hard pressive pain below patella,1,1,1,1.0,1.0
paralytic heaviness of arms,fixed pain beneath right scapula,1,1,1,1.0,1.0
paralytic heaviness of arms,neck feels as if constricted by hand,1,1,1,1.0,1.0
paralytic heaviness of arms,drawing pain from right shoulder to wrist,1,1,1,1.0,1.0
paralytic heaviness of arms,eyes protuberant,1,1,1,1.0,1.0
paralytic heaviness of arms,aching soreness in vertebrae,1,1,1,1.0,1.0
paralytic heaviness of arms,pain extends into deltoid muscle,1,1,1,1.0,1.0
paralytic heaviness of arms,eyes burning,1,1,1,1.0,1.0
paralytic heaviness of arms,shooting pain in right hip,1,1,1,1.0,1.0
paralytic heaviness of arms,violent stitches in right thorax,1,1,1,1.0,1.0
sense of great weight in left shoulder,extending from hip to knee,1,1,1,1.0,1.0
