### Cluster 50 — Symptoms (107)
Symptom,Frequency 
complementary with kali carb.,painful sensation as if hat band were too tight,1.0,1
complementary with kali carb.,tearing in fingers of left hand,1.0,1
complementary with kali carb.,bone pain painful on pressure,1.0,1
sensation as if tendons of hand were shortened,burning in limbs,1.0,1
sensation as if tendons of hand were shortened,rheumatic drawing from loins to coccyx,1.0,1
sensation as if tendons of hand were shortened,drawing tearing in left arm from elbow to hand,1.0,1
sensation as if tendons of hand were shortened,hip pain extending to sacrum,1.0,1
sensation as if tendons of hand were shortened,prickling stitches in fingers,1.0,1
sensation as if tendons of hand were shortened,toes swollen,1.0,1
sensation as if tendons of hand were shortened,hand pain worse in windy weather,1.0,1
sensation as if tendons of hand were shortened,shoulder pain worse in morning,1.0,1
sensation as if tendons of hand were shortened,tension in thigh in morning,1.0,1
sensation as if tendons of hand were shortened,pains when beginning to walk,1.0,1
sensation as if tendons of hand were shortened,prostrated with rheumatic pains,1.0,1
sensation as if tendons of hand were shortened,great hoarseness,1.0,1
sensation as if tendons of hand were shortened,drawing in limbs,1.0,1
sensation as if tendons of hand were shortened,sense of constriction in thigh,1.0,1
sensation as if tendons of hand were shortened,elbow pain worse by touch,1.0,1
sensation as if tendons of hand were shortened,tearing in right thigh,1.0,1
sensation as if tendons of hand were shortened,burning about scapulae,1.0,1
sensation as if tendons of hand were shortened,cold limbs,1.0,1
sensation as if tendons of hand were shortened,left thigh pain when lifting it,1.0,1
sensation as if tendons of hand were shortened,stitches in ankle joint,1.0,1
sensation as if tendons of hand were shortened,paralytic weakness of right arm,1.0,1
sensation as if tendons of hand were shortened,cramps in calves at night,1.0,1
sensation as if tendons of hand were shortened,stiffness of thigh on standing,1.0,1
sensation as if tendons of hand were shortened,tearing in either wrist,1.0,1
sensation as if tendons of hand were shortened,pain in scapular region,1.0,1
sensation as if tendons of hand were shortened,patients with lost vital forces from fluid loss,1.0,1
sensation as if tendons of hand were shortened,back pain worse on stooping,1.0,1
sensation as if tendons of hand were shortened,burning in joints of fingers,1.0,1
sensation as if tendons of hand were shortened,cramp-like tension in shoulders,1.0,1
sensation as if tendons of hand were shortened,drawing pain in nape up into head,1.0,1
sensation as if tendons of hand were shortened,unable to sit,1.0,1
sensation as if tendons of hand were shortened,cramps in lower leg when walking,1.0,1
sensation as if tendons of hand were shortened,limbs go to sleep easily,1.0,1
sensation as if tendons of hand were shortened,leg stiffness especially on first beginning to walk,1.0,1
sensation as if tendons of hand were shortened,aching along spine,1.0,1
sensation as if tendons of hand were shortened,paralytic pains in knees,1.0,1
sensation as if tendons of hand were shortened,drawing pain in hip joints,1.0,1
sensation as if tendons of hand were shortened,hat band sensation remains after hat removed,1.0,1
sensation as if tendons of hand were shortened,bruised pain in elbow joints,1.0,1
sensation as if tendons of hand were shortened,stiffness of back,1.0,1
sensation as if tendons of hand were shortened,aching pain from loins to coccyx,1.0,1
sensation as if tendons of hand were shortened,cramps in soles evenings after lying down,1.0,1
sensation as if tendons of hand were shortened,burning on scapula,1.0,1
sensation as if tendons of hand were shortened,boring in joints of fingers,1.0,1
sensation as if tendons of hand were shortened,fingers drawn out of shape,1.0,1
sensation as if tendons of hand were shortened,drawing in shafts of bones,1.0,1
sensation as if tendons of hand were shortened,drawing pain in back,1.0,1
sensation as if tendons of hand were shortened,drawing in joints of fingers,1.0,1
sensation as if tendons of hand were shortened,burning about hips,1.0,1
sensation as if tendons of hand were shortened,stitches in right great toe,1.0,1
sensation as if tendons of hand were shortened,pinching pressing pain in lower spine,1.0,1
sensation as if tendons of hand were shortened,tearing beneath hip,1.0,1
sensation as if tendons of hand were shortened,spine is bent,1.0,1
sensation as if tendons of hand were shortened,toe pain worse when walking,1.0,1
sensation as if tendons of hand were shortened,pressing pain beneath coccyx,1.0,1
sensation as if tendons of hand were shortened,roughness of voice,1.0,1
sensation as if tendons of hand were shortened,tension in knees on waking,1.0,1
sensation as if tendons of hand were shortened,boring in fingers,1.0,1
sensation as if tendons of hand were shortened,burning in thigh,1.0,1
sensation as if tendons of hand were shortened,rheumatic drawing in back,1.0,1
sensation as if tendons of hand were shortened,stitches in patella on rising,1.0,1
sensation as if tendons of hand were shortened,burning on right shoulder,1.0,1
sensation as if tendons of hand were shortened,toes stinging,1.0,1
sensation as if tendons of hand were shortened,drawing rheumatic pains in right shoulder,1.0,1
sensation as if tendons of hand were shortened,tearing in hip,1.0,1
sensation as if tendons of hand were shortened,voice almost fails at times,1.0,1
sensation as if tendons of hand were shortened,sensation as if tendons of wrist were shortened,1.0,1
sensation as if tendons of hand were shortened,pains at every weather change,1.0,1
sensation as if tendons of hand were shortened,sensation of stiffness in legs after sleep in evening,1.0,1
sensation as if tendons of hand were shortened,prickling stitches in joints of fingers,1.0,1
sensation as if tendons of hand were shortened,cold knees,1.0,1
sensation as if tendons of hand were shortened,shoulder pain worse from motion,1.0,1
sensation as if tendons of hand were shortened,tearing in right hip,1.0,1
sensation as if tendons of hand were shortened,drawing in arm on which he lies at night,1.0,1
sensation as if tendons of hand were shortened,boring pains in limbs,1.0,1
sensation as if tendons of hand were shortened,pressing cramp-like pain in small of back,1.0,1
sensation as if tendons of hand were shortened,stitches in shoulders,1.0,1
sensation as if tendons of hand were shortened,lancinating pain in wrists when grasping,1.0,1
sensation as if tendons of hand were shortened,sensation of plug in back,1.0,1
sensation as if tendons of hand were shortened,sprained pain in right hand,1.0,1
sensation as if tendons of hand were shortened,back pain worse on sitting,1.0,1
sensation as if tendons of hand were shortened,drawing in thigh,1.0,1
sensation as if tendons of hand were shortened,lack of strength in knees,1.0,1
sensation as if tendons of hand were shortened,cramp-like pain on outside of left thigh,1.0,1
sensation as if tendons of hand were shortened,knees go to sleep,1.0,1
sensation as if tendons of hand were shortened,pain in joints of hands,1.0,1
sensation as if tendons of hand were shortened,drawing pain from abdomen down into leg,1.0,1
sensation as if tendons of hand were shortened,great depression of vital forces,1.0,1
sensation as if tendons of hand were shortened,arms weary when writing,1.0,1
sensation as if tendons of hand were shortened,burning in fingers,1.0,1
sensation as if tendons of hand were shortened,limbs go to sleep,1.0,1
sensation as if tendons of hand were shortened,burning in bones,1.0,1
sensation as if tendons of hand were shortened,heartburn very persistent,1.0,1
sensation as if tendons of hand were shortened,thigh stitches passing downward when walking,1.0,1
sensation as if tendons of hand were shortened,stiffness of nape,1.0,1
sensation as if tendons of hand were shortened,paralytic weakness of right shoulder,1.0,1
sensation as if tendons of hand were shortened,great inclination to stretch limbs in evening,1.0,1
sensation as if tendons of hand were shortened,stitches in thigh,1.0,1
sensation as if tendons of hand were shortened,limbs are bruised,1.0,1
sensation as if tendons of hand were shortened,severe nosebleed almost daily,1.0,1
sensation as if tendons of hand were shortened,toes red,1.0,1
sensation as if tendons of hand were shortened,hip pain extending to thigh,1.0,1
sensation as if tendons of hand were shortened,painful sensation as if hat band were too tight,1.0,1
sensation as if tendons of hand were shortened,tearing in fingers of left hand,1.0,1
sensation as if tendons of hand were shortened,bone pain painful on pressure,1.0,1
sensation as if tendons of hand were shortened,complementary with kali carb.,1.0,1
limbs go to sleep easily,burning in limbs,1.0,1
limbs go to sleep easily,rheumatic drawing from loins to coccyx,1.0,1
limbs go to sleep easily,drawing tearing in left arm from elbow to hand,1.0,1
limbs go to sleep easily,hip pain extending to sacrum,1.0,1
limbs go to sleep easily,prickling stitches in fingers,1.0,1
limbs go to sleep easily,toes swollen,1.0,1
limbs go to sleep easily,hand pain worse in windy weather,1.0,1
limbs go to sleep easily,shoulder pain worse in morning,1.0,1
limbs go to sleep easily,tension in thigh in morning,1.0,1
limbs go to sleep easily,pains when beginning to walk,1.0,1
limbs go to sleep easily,prostrated with rheumatic pains,1.0,1
limbs go to sleep easily,great hoarseness,1.0,1
limbs go to sleep easily,drawing in limbs,1.0,1
limbs go to sleep easily,sense of constriction in thigh,1.0,1
limbs go to sleep easily,elbow pain worse by touch,1.0,1
limbs go to sleep easily,tearing in right thigh,1.0,1
limbs go to sleep easily,burning about scapulae,1.0,1
limbs go to sleep easily,cold limbs,1.0,1
limbs go to sleep easily,left thigh pain when lifting it,1.0,1
limbs go to sleep easily,stitches in ankle joint,1.0,1
limbs go to sleep easily,paralytic weakness of right arm,1.0,1
limbs go to sleep easily,cramps in calves at night,1.0,1
limbs go to sleep easily,stiffness of thigh on standing,1.0,1
limbs go to sleep easily,tearing in either wrist,1.0,1
limbs go to sleep easily,pain in scapular region,1.0,1
limbs go to sleep easily,patients with lost vital forces from fluid loss,1.0,1
limbs go to sleep easily,back pain worse on stooping,1.0,1
limbs go to sleep easily,burning in joints of fingers,1.0,1
limbs go to sleep easily,cramp-like tension in shoulders,1.0,1
limbs go to sleep easily,drawing pain in nape up into head,1.0,1
limbs go to sleep easily,unable to sit,1.0,1
limbs go to sleep easily,cramps in lower leg when walking,1.0,1
limbs go to sleep easily,leg stiffness especially on first beginning to walk,1.0,1
limbs go to sleep easily,aching along spine,1.0,1
limbs go to sleep easily,paralytic pains in knees,1.0,1
